node,target,degree,betweenness,closeness
22076,0.6347535940803549,0.017001700170017002,7.54317340251682e-05,0.4715842097816347
5924,0.3025885307396952,0.0070007000700070005,2.432110358423693e-05,0.4038694563373455
14239,0.2673565889591575,0.004500450045004501,9.584277372673636e-06,0.3898853622397255
13146,0.4143742598386226,0.0083008300830083,3.162985824629872e-05,0.44091189699268013
2021,0.3774625650405495,0.0089008900890089,2.7840434783634674e-05,0.45653364989498674
9480,0.3626221197686477,0.007300730073007301,2.179211803162564e-05,0.44298245614035087
3992,0.286520880611166,0.007400740074007401,2.3645556077367e-05,0.4412816099563088
7188,0.3004738063779887,0.006500650065006501,3.0956941705191446e-05,0.4532021937179894
1243,0.3824977496840867,0.010801080108010801,6.31083170090359e-05,0.4674177262528048
2559,0.9651322616203748,0.022202220222022204,0.00032020631223204725,0.49453484346406845
27802,0.3829456419886038,0.0084008400840084,2.4459687251084032e-05,0.45199349064279903
16590,0.2600654122593512,0.0047004700470047005,1.0705959743719927e-05,0.4460454119641344
1542,3.5325938469960927,0.09050905090509051,0.0022522081008979665,0.5187010426933651
7646,0.274063021463966,0.0056005600560056,1.4960483664644389e-05,0.444439505733843
27468,0.7636868149484854,0.018901890189018902,0.00013742088616338288,0.48271700299314474
30496,0.2408090799956764,0.004800480048004801,4.388142885174664e-06,0.36173214673323206
1628,0.3502585156292833,0.0077007700770077014,2.00189215686022e-05,0.4179485035947166
18995,0.2687226651490227,0.0063006300630063005,2.5399916637788742e-05,0.4232022685910187
3448,0.4038095230350143,0.007800780078007801,2.5546082957289207e-05,0.3983030592734226
4800,0.4670579619159367,0.010401040104010401,3.736035381333709e-05,0.3982078853046595
11380,0.408175666743449,0.009000900090009001,1.5243664667580214e-05,0.3819473623897017
9322,0.3927254679476527,0.0089008900890089,2.8667395992299564e-05,0.45724346076458755
10505,0.2328085830163163,0.005300530053005301,6.203649365819497e-06,0.40739080834419816
13266,0.3371535419554383,0.006500650065006501,2.0774093875510804e-05,0.431437694166379
9631,0.2575166634974778,0.005900590059005901,1.8789531763915588e-05,0.45044598612487613
16271,0.7638957610021377,0.0157015701570157,0.00012452846721566042,0.48109122401847576
20280,1.4190902421540403,0.03470347034703471,0.0003841445325396247,0.4971658711217184
13494,0.2671906499520484,0.007200720072007201,2.159946429821263e-05,0.41241493091359044
18540,0.2039386372906696,0.0049004900490049,7.281303972599029e-06,0.40431037968541506
2908,0.4328730692756285,0.0089008900890089,3.0343304858097975e-05,0.4672866623048883
5468,1.0776887193158848,0.023102310231023104,0.00020063381479873437,0.48541191319966986
742,0.3282757321280536,0.007800780078007801,1.4931356035421754e-05,0.4102322146549602
10407,0.4717434532239288,0.013501350135013503,7.432762464524397e-05,0.48362756952841596
11272,0.398727944830592,0.007300730073007301,1.0360357660721978e-05,0.3973691531216469
13267,0.2080179253637602,0.0049004900490049,9.55680984875402e-06,0.43701923076923077
4119,0.4275588017902771,0.0079007900790079,2.7433465938800194e-05,0.41008079399581676
4302,0.3708662696038049,0.0084008400840084,2.8779114627294585e-05,0.41195616348055375
1771,0.4366024241223655,0.010301030103010301,3.0396712261473036e-05,0.4672866623048883
28715,0.2474953981218931,0.005200520052005201,7.140898823777256e-06,0.35697965012495536
18908,0.2454706958518384,0.0047004700470047005,9.368367177320908e-06,0.4239379292800814
13797,0.2359819358178539,0.006500650065006501,8.539192039055337e-06,0.39009831460674155
22748,0.2841449449846186,0.0047004700470047005,1.4183111954479076e-05,0.43268856289757235
24934,0.1972318050237969,0.005000500050005001,1.5124764630288491e-05,0.44590617195861576
25357,0.2591830817437934,0.006100610061006101,1.7721857150814846e-05,0.4358382006799756
1395,0.2026194295038842,0.005700570057005701,1.945183110183106e-05,0.4531816533720087
10358,0.250613411838863,0.005200520052005201,8.08996597576641e-06,0.41360910031023784
2401,1.2584850968624746,0.0319031903190319,0.0002374599959135944,0.47707428789541484
20770,0.2056523938237189,0.0051005100510051,2.1527747234848517e-05,0.44204244031830237
8861,0.2383900549851985,0.005000500050005001,6.23881530482877e-06,0.43897620511019403
12236,0.2771533950997874,0.0036003600360036006,6.031508302453176e-06,0.37027847726262775
14169,0.2985023467658136,0.007500750075007501,1.3915227042684788e-05,0.4533871406547565
28615,0.194897624713201,0.0047004700470047005,6.1975647051439125e-06,0.37110302850356297
22578,0.3325866990797835,0.005800580058005801,1.4724607207723846e-05,0.43177303739528455
5403,0.959823266592704,0.021902190219021903,0.00020253523252169393,0.47314626413665833
1859,0.2518339112364362,0.006500650065006501,2.3667294989518207e-05,0.45199349064279903
7299,0.7101655174552718,0.017201720172017203,0.00013768761451928162,0.4804901489668429
602,0.4123762819525908,0.009400940094009401,4.937700178627509e-05,0.47067407267934475
27061,0.3942791221139103,0.0083008300830083,3.0342790370092293e-05,0.45850146735143066
764,2.5162168298873,0.06860686068606861,0.0010508161499912546,0.5108567925203086
232,0.546288950929165,0.014601460146014602,8.552846509121132e-05,0.4699440710626498
20486,0.6855084200080108,0.0169016901690169,5.75104689634781e-05,0.46203964696640637
28043,0.7829096280308914,0.019801980198019802,0.00018556950527015927,0.48637999805428545
5026,0.262147759221938,0.006500650065006501,2.045877462829549e-05,0.44804409194784245
8759,0.2292425727636879,0.0044004400440044,8.777564018800322e-06,0.4300460195260419
16152,1.2919925889105388,0.027202720272027203,0.00031256512993919075,0.4897389430376647
13900,0.4252220530402101,0.0098009800980098,2.6820912591979735e-05,0.4397871217452498
22293,0.2625495230128317,0.0039003900390039005,6.456997286582353e-06,0.3710066416830544
8192,0.6786226019324526,0.015601560156015602,0.00010941044935234579,0.43945853294071113
1033,0.3322938303946215,0.004500450045004501,1.46629897574686e-05,0.3816412213740458
21727,0.7199666976377153,0.010901090109010901,6.759876284059291e-05,0.46405532092634705
14128,0.269267397149851,0.004800480048004801,1.2028054387077247e-05,0.40744060959211115
2141,0.1812539914447499,0.0042004200420042,1.0240368660304602e-05,0.4434342986385206
12420,0.3980897715042521,0.007500750075007501,3.425490666063315e-05,0.4311772315653299
21335,0.6284184105357757,0.013501350135013503,9.329410355171618e-05,0.48104493409025306
9078,0.3824537201092766,0.006900690069006901,2.3957560454417973e-05,0.41617414467660035
3720,0.3039519517500472,0.006500650065006501,1.1861977759122552e-05,0.45340769963270305
2629,0.3764548090265434,0.007600760076007601,2.4879210823641144e-05,0.4580813633864761
17640,0.3195248979720425,0.005900590059005901,1.5076572620519499e-05,0.38809967396367023
14027,0.3059421767409579,0.008200820082008202,3.2146044201955674e-05,0.4339467060151029
5096,0.1952074998167475,0.0054005400540054005,1.489355667788657e-05,0.4469625854901435
12602,0.3567767501805629,0.007600760076007601,2.5014268625127874e-05,0.4629809695791082
20515,0.369195471494149,0.0083008300830083,1.2521261255140391e-05,0.4625740192450037
5673,0.2727213355405663,0.005200520052005201,1.0135667134399294e-05,0.40961042153127686
3367,0.6119472301521538,0.013101310131013101,6.718414732174779e-05,0.4434736328558123
9507,0.2685773075465303,0.005900590059005901,1.283902983686574e-05,0.4466630930045564
24235,0.2718756005789511,0.006200620062006201,2.0569555540198966e-05,0.4416714519192544
29885,0.3391935816295368,0.0079007900790079,2.038822142037193e-05,0.3960470550956549
24322,0.2623070837684367,0.0056005600560056,1.5003575595866941e-05,0.41700725665193095
7831,0.6289117944403679,0.014801480148014802,0.00011030729682945284,0.47908581285036655
23969,0.3003767662566246,0.0056005600560056,1.3828882580086297e-05,0.410333223900197
19608,0.2331887498324988,0.0049004900490049,4.735170427424384e-06,0.3868833430063842
8756,0.3968677415577326,0.0089008900890089,2.2271949768131262e-05,0.40729124236252545
7889,0.8382080300327931,0.020902090209020903,0.00021384896579681092,0.48777989170203423
2481,0.4634930310694055,0.009100910091009102,4.331901051401525e-05,0.44180805938494166
1050,0.3847918876126506,0.006600660066006601,1.671027397456288e-05,0.4021153382128207
920,0.4380443497087447,0.010301030103010301,5.0190528929697044e-05,0.45211611502984267
9524,0.5549939530573772,0.008600860086008601,2.7177597463953092e-05,0.42904956018021884
4818,0.8300465015746648,0.020702070207020702,0.00014696501448033846,0.4592595994855778
21471,0.691726566372431,0.017401740174017404,0.0001377242873455066,0.47178446730206663
6187,0.3093204737634908,0.006100610061006101,1.3867122051304926e-05,0.4399419218585005
6524,0.2501649399569317,0.005300530053005301,1.6748033035964744e-05,0.43199688931132807
20609,0.3792350142643025,0.009600960096009602,3.0270158777048766e-05,0.47005453177886425
4483,0.3652027851219483,0.007600760076007601,2.706584323979513e-05,0.47399857786205263
4917,0.3164987109898856,0.009100910091009102,2.6438408699076474e-05,0.4692383499929607
7483,0.2603164538007544,0.006700670067006701,2.6371420985838582e-05,0.4463042313872523
11674,0.2510611557350368,0.004500450045004501,8.351650882848341e-06,0.41735537190082644
15520,0.3596550965822807,0.009400940094009401,5.1315942767153325e-05,0.46663244353182753
10788,0.2875571853179584,0.006500650065006501,2.8080056042211177e-05,0.4120410433922611
27027,0.7558560491430615,0.017401740174017404,0.00014848703534190745,0.48299681190223165
19126,0.3974500538905853,0.008500850085008501,2.3766733445316812e-05,0.45738987237546314
27349,0.2641838307445155,0.0038003800380038005,1.0007514575168174e-05,0.40130839621126985
25658,0.3857740056676095,0.0102010201020102,2.9370120797152685e-05,0.47564456283893064
4916,0.2184106787193904,0.004800480048004801,1.0008279864028465e-05,0.4507505747644593
27912,0.4429291703663103,0.009400940094009401,5.6847513361221594e-05,0.450101282916948
2809,0.279394361201728,0.0047004700470047005,1.0730286113313411e-05,0.43717208814270725
8432,0.7819082380438919,0.014401440144014403,7.83776105207565e-05,0.4406981356604522
2002,5.632147681376387,0.10521052105210521,0.0036147102284842213,0.5201581438901316
18142,0.1883875123025291,0.0032003200320032004,3.453131410185052e-06,0.415862585260356
273,1.1608265904886828,0.027602760276027604,0.0002518347846471715,0.48602537306178
28215,0.215893777466068,0.0054005400540054005,2.3574479477007602e-05,0.4496155402670983
9175,0.3620915565893668,0.0088008800880088,2.4921384759608205e-05,0.47310149041873667
18648,0.3193846639881713,0.007200720072007201,2.6231362829099685e-05,0.46050753005112144
31204,0.3581351951057329,0.008500850085008501,1.855423401929821e-05,0.38272219245196354
21458,0.3927085793811511,0.008600860086008601,4.799696282584434e-05,0.4454294369208838
28160,0.4013695940564141,0.0098009800980098,2.5954702677459194e-05,0.4159490827405466
18392,0.2340816943200342,0.006400640064006401,1.919305258390065e-05,0.4478434182827966
11361,0.2815121082730124,0.0077007700770077014,2.4359024295102952e-05,0.4628952363316513
12333,0.2412834031835105,0.006200620062006201,1.8683623593528012e-05,0.44927210639827464
26232,0.3187496025250995,0.007800780078007801,1.9405340103725115e-05,0.46833723653395787
369,0.2448903865360832,0.005800580058005801,7.093761732254464e-06,0.3860915900841764
6376,0.2721376504852944,0.0039003900390039005,6.5311732619352986e-06,0.35751573226544625
974,0.397744110895571,0.010401040104010401,3.2742844152289715e-05,0.41859588897726796
14976,0.2966834486329003,0.0056005600560056,1.7106134623410857e-05,0.44742258815106495
7000,0.2714005798164801,0.006400640064006401,1.4712232970827941e-05,0.42223723660318396
21079,0.2745160032190233,0.005300530053005301,1.706707195553588e-05,0.38819007686932216
5027,0.2899674913845979,0.005300530053005301,2.0230777505041e-05,0.45285326086956523
4509,0.2122467449343601,0.0047004700470047005,8.203243882139494e-06,0.3812628689087165
9046,0.2731552153525386,0.004500450045004501,9.301678297198463e-06,0.39529551294722276
451,1.1669988357804757,0.030003000300030003,0.00021437321056769578,0.4728106676754303
16190,0.5368823597487411,0.012001200120012002,9.106108612196376e-05,0.44495372018511925
20879,0.3821150977269231,0.011401140114011402,3.6035103741084865e-05,0.4778037941415396
7375,0.3957712566464547,0.006500650065006501,3.297475445458646e-05,0.40641385196927204
1377,0.2083192206258012,0.0039003900390039005,5.7925111143739e-06,0.41094032549728754
11082,0.4984792772616788,0.011401140114011402,2.3656344431437966e-05,0.46189024390243905
99,1.245431649195273,0.029402940294029404,0.0002114275543343586,0.4807211538461538
25117,0.2020913822918705,0.005800580058005801,5.359881930061324e-06,0.45749450951683746
1307,0.304603742301781,0.006700670067006701,2.259173103439788e-05,0.44369009584664537
1968,0.2491641086490814,0.005800580058005801,1.210719296293899e-05,0.43945853294071113
838,0.6471480878839095,0.014501450145014501,9.590546190571014e-05,0.4827636152954809
5675,0.6292649647461683,0.0167016701670167,0.0001191484285037837,0.4824142422926617
28263,0.2492624983278218,0.0051005100510051,1.5609191457485864e-05,0.4089236054310486
17920,0.2451433994849062,0.004800480048004801,6.358409899310493e-06,0.44660324266380813
4514,0.4348223261831191,0.008000800080008,3.279002249170932e-05,0.4208687599966327
15395,0.2831800920363354,0.005300530053005301,1.0037540737439782e-05,0.4257067438692098
3779,0.3292132082747668,0.006500650065006501,1.609971874905917e-05,0.4409313401243551
5204,0.4130686205148344,0.008700870087008702,3.9454432853538486e-05,0.45686740381979346
20528,0.2057629383344265,0.005800580058005801,1.0057691339107834e-05,0.45505848086287715
19857,0.399994627434165,0.0051005100510051,1.5896444121102353e-05,0.3983030592734226
29,0.2610242086364577,0.007300730073007301,1.7301240585916294e-05,0.4521979015918958
28850,0.3825794253742361,0.008000800080008,2.5248639897524995e-05,0.3933671662929305
60,1.6497345604698015,0.040104010401040106,0.00029488712775703604,0.47054117647058824
13535,1.2227572977974608,0.021102110211021104,0.00025861450762515453,0.4807211538461538
4190,0.3028739007290875,0.006400640064006401,1.835385697667757e-05,0.4181582469053195
20310,0.3755503139487666,0.0083008300830083,2.3470695013868347e-05,0.45468600791232777
24426,0.7498349264227384,0.021702170217021702,0.00011147202913005317,0.49012303318464784
14624,0.5697439021671296,0.011301130113011301,5.5712960696237864e-05,0.47087355780550977
6228,0.2698766789549039,0.0054005400540054005,7.628012630593656e-06,0.4327822022160665
2605,0.3866304109383767,0.009000900090009001,5.385397796048633e-05,0.4595973524544953
8101,0.3435615262360401,0.007100710071007101,3.337093297027048e-05,0.4153788634097707
25151,0.3120342883023454,0.0056005600560056,1.4890477207627892e-05,0.45068962408726226
23756,0.7229897996030372,0.0177017701770177,0.00010486065523748864,0.48626173223751396
5974,0.3145426464105556,0.006200620062006201,2.130571398614267e-05,0.4421792774068014
16246,1.2394807163979975,0.030003000300030003,0.0005078525708561145,0.49012303318464784
14203,0.8433157795041667,0.016301630163016303,0.00016225590309558563,0.47145079918902355
23524,0.3396727559853791,0.0079007900790079,2.9407838718653507e-05,0.4421792774068014
21439,0.2587015371318393,0.005700570057005701,1.8044992550459715e-05,0.41636477201748906
9373,0.1994686179578027,0.0037003700370037006,6.621191641704943e-06,0.4194035485088713
10922,2.238628707524493,0.046904690469046904,0.0010029989768065536,0.5056384323640961
9532,0.2151480289221015,0.004500450045004501,1.463882201563874e-05,0.4114645487840007
20490,0.6057776143227961,0.013601360136013601,9.978746685811122e-05,0.4724085797977889
7479,0.5203457475896303,0.010901090109010901,5.710749251449449e-05,0.4677238282346337
199,0.3537652739262529,0.007800780078007801,1.7800750590969867e-05,0.4206916863009088
5408,2.44457613719976,0.04440444044404441,0.0006015756025169417,0.47474124014813407
169,1.5068600169461566,0.033903390339033904,0.0003621658499926653,0.4867351409239157
6719,0.2777239745262678,0.007300730073007301,1.8713547056123852e-05,0.4573061971186828
14100,0.2457953848172589,0.004500450045004501,1.8006166483973465e-05,0.436790145028831
7429,1.5109317977249177,0.034403440344034406,0.0006486505457844096,0.4985043374214777
12358,0.2067336643270615,0.004600460046004601,1.5425888514099158e-05,0.45892234257389386
5283,0.249543383509459,0.0056005600560056,1.621943181470107e-05,0.43047184432581365
1001,0.2623557423798537,0.006400640064006401,6.278395274086802e-06,0.38923274553310755
12530,0.63627609301807,0.014001400140014001,0.00010942094861088324,0.4767103694874851
4794,0.3140550706027761,0.0054005400540054005,1.7689332936332403e-05,0.4418666313138009
4472,0.2450585973125051,0.006900690069006901,1.2694960213673351e-05,0.44159342843262817
6741,0.2336683331590948,0.005500550055005501,1.0259918986112509e-05,0.45168722049058135
8185,0.268256555506444,0.0070007000700070005,2.298082756087256e-05,0.4530995106035889
12438,0.3031441888549084,0.0056005600560056,8.941958892047236e-06,0.3665591319011658
27773,0.3364059168525092,0.0083008300830083,3.880362329710242e-05,0.457285283087899
17384,1.0359771971987786,0.026202620262026202,0.00029274686599119144,0.4899549196393571
7033,0.5662101857580772,0.014701470147014702,0.0001071281255302356,0.4865456668775242
22041,1.022197095709375,0.022802280228022803,0.00017894826637210323,0.466545352743561
14701,0.3466865964242389,0.007200720072007201,1.305191671073519e-05,0.4612297615203653
15634,0.784757298954421,0.018401840184018404,9.374734267536574e-05,0.4303606783162606
446,0.8239373203753027,0.0204020402040204,0.00013581220906406824,0.4892357373519914
5069,0.4664900004428907,0.0112011201120112,4.199274499595655e-05,0.42903115077662407
4043,0.1818371714878736,0.0051005100510051,2.515808727031792e-05,0.43938128927363007
9110,0.2313059813316315,0.005800580058005801,2.1839911946776885e-05,0.441534928905767
16497,0.3216892466423638,0.008600860086008601,3.8194354738364606e-05,0.4699661590524535
15156,0.4824089481550072,0.010401040104010401,6.987833981564445e-05,0.4492115548766791
652,0.5502559584891693,0.014301430143014302,5.2063024750504766e-05,0.48451809856083733
5783,0.5807360309191879,0.0157015701570157,7.105634522472174e-05,0.48005185078496326
6596,0.3999075536846183,0.007400740074007401,2.079567018768768e-05,0.4493326742461691
14814,0.2107770473387156,0.0034003400340034003,8.031933271423763e-06,0.4017760276449552
17278,0.965984231482226,0.023702370237023703,0.0003044974501243669,0.49210098922191053
1440,0.3523020584859843,0.008500850085008501,2.2958883307967164e-05,0.4734375
300,0.3233174521762306,0.007400740074007401,2.941987740988863e-05,0.44235533533887805
24037,0.3145588124934105,0.006200620062006201,1.2081444871925626e-05,0.45227971774923104
6569,0.3209494514670828,0.007200720072007201,2.809469795531694e-05,0.4078394583350328
18677,0.583845157299435,0.014001400140014001,8.180983648292172e-05,0.470563320626853
4180,0.3667011760628841,0.008700870087008702,3.219701501493764e-05,0.42864491790628884
5652,0.5818818777794117,0.013801380138013802,7.533921684536848e-05,0.47020926404890667
